Wiek;Płeć;5 km Czas;Czas
38.0;M;1801.0;7619.0
47.0;K;1810.0;7620.0
32.0;K;1833.0;7621.0
51.0;K;1623.0;7622.0
36.0;K;1730.0;7623.0
36.0;K;1806.0;7623.0
48.0;M;1731.0;7623.0
44.0;M;1805.0;7623.0
24.0;K;1804.0;7623.0
56.0;M;1686.0;7623.0
33.0;K;1698.0;7624.0
44.0;M;1623.0;7624.0
45.0;K;1736.0;7624.0
48.0;M;1741.0;7625.0
47.0;M;1786.0;7626.0
31.0;M;1685.0;7626.0
44.0;M;1701.0;7627.0
26.0;M;1768.0;7628.0
35.0;K;1833.0;7628.0
57.0;M;1772.0;7629.0
34.0;K;1700.0;7629.0
35.0;K;1710.0;7629.0
43.0;K;1774.0;7630.0
36.0;M;1720.0;7630.0
52.0;K;1663.0;7631.0
44.0;M;1775.0;7631.0
50.0;K;1671.0;7632.0
22.0;M;1640.0;7632.0
45.0;M;1759.0;7632.0
39.0;M;1694.0;7632.0
30.0;K;1750.0;7632.0
26.0;M;1693.0;7633.0
53.0;M;1661.0;7634.0
43.0;M;1652.0;7634.0
19.0;M;1761.0;7634.0
46.0;K;1696.0;7635.0
47.0;M;1704.0;7635.0
26.0;M;1753.0;7637.0
61.0;M;1693.0;7638.0
63.0;M;1633.0;7638.0
28.0;M;1608.0;7639.0
40.0;K;1660.0;7639.0
44.0;M;1541.0;7640.0
38.0;M;1719.0;7640.0
28.0;M;1749.0;7641.0
48.0;M;1713.0;7641.0
32.0;M;1698.0;7642.0
40.0;M;1684.0;7643.0
37.0;M;1810.0;7643.0
44.0;M;1709.0;7643.0
26.0;M;1650.0;7643.0
37.0;M;1774.0;7644.0
55.0;M;1778.0;7644.0
45.0;M;1564.0;7645.0
48.0;M;1672.0;7646.0
28.0;K;1737.0;7647.0
34.0;M;1652.0;7647.0
44.0;M;1678.0;7648.0
43.0;M;1775.0;7648.0
35.0;K;1672.0;7649.0
66.0;M;1659.0;7650.0
37.0;M;1699.0;7651.0
52.0;K;1743.0;7651.0
41.0;M;1739.0;7651.0
46.0;K;1748.0;7652.0
42.0;K;1670.0;7652.0
44.0;K;1749.0;7653.0
30.0;M;1685.0;7654.0
37.0;M;1635.0;7654.0
29.0;K;1722.0;7654.0
49.0;M;1573.0;7654.0
35.0;M;1636.0;7655.0
50.0;K;1768.0;7655.0
19.0;K;1711.0;7656.0
33.0;M;1758.0;7656.0
52.0;M;1768.0;7657.0
33.0;K;1647.0;7657.0
33.0;K;1648.0;7657.0
41.0;M;1675.0;7657.0
29.0;M;1683.0;7658.0
33.0;K;1644.0;7658.0
42.0;M;1741.0;7658.0
;K;1724.0;7659.0
31.0;K;1811.0;7660.0
37.0;M;1805.0;7660.0
30.0;K;1631.0;7660.0
25.0;M;1657.0;7660.0
;K;1764.0;7660.0
62.0;M;1855.0;7661.0
62.0;K;1857.0;7662.0
53.0;K;1745.0;7662.0
55.0;M;1855.0;7662.0
44.0;K;1755.0;7663.0
29.0;M;1673.0;7663.0
41.0;K;1872.0;7664.0
31.0;M;1564.0;7664.0
29.0;K;1783.0;7665.0
48.0;M;1724.0;7665.0
29.0;M;1784.0;7666.0
57.0;M;1777.0;7666.0
43.0;K;1739.0;7666.0
50.0;M;1735.0;7666.0
43.0;M;1773.0;7667.0
54.0;M;1778.0;7667.0
46.0;M;1732.0;7667.0
31.0;K;1736.0;7667.0
;M;1692.0;7668.0
49.0;M;1726.0;7668.0
23.0;M;1605.0;7668.0
47.0;M;1638.0;7669.0
49.0;K;1694.0;7669.0
42.0;M;1675.0;7669.0
22.0;K;1788.0;7670.0
42.0;M;1736.0;7670.0
22.0;K;1790.0;7670.0
28.0;M;1682.0;7671.0
42.0;M;1660.0;7671.0
47.0;K;1833.0;7672.0
42.0;M;1845.0;7672.0
47.0;K;1672.0;7672.0
26.0;K;1850.0;7672.0
20.0;K;1673.0;7673.0
32.0;K;1765.0;7673.0
38.0;M;1518.0;7673.0
22.0;M;1671.0;7675.0
31.0;K;1796.0;7675.0
36.0;M;1719.0;7676.0
39.0;M;1672.0;7676.0
43.0;K;1742.0;7676.0
39.0;K;1771.0;7677.0
44.0;K;1775.0;7677.0
45.0;M;1670.0;7678.0
;M;1639.0;7678.0
38.0;M;1740.0;7679.0
44.0;K;1781.0;7679.0
49.0;M;1656.0;7679.0
43.0;M;1743.0;7680.0
50.0;M;1830.0;7680.0
;M;1809.0;7680.0
30.0;M;1707.0;7681.0
34.0;M;1734.0;7681.0
44.0;M;1791.0;7681.0
37.0;M;1698.0;7681.0
49.0;M;1736.0;7682.0
24.0;K;1629.0;7684.0
38.0;K;1788.0;7684.0
27.0;M;1528.0;7685.0
33.0;K;1746.0;7685.0
37.0;K;1580.0;7687.0
30.0;K;1622.0;7687.0
48.0;M;1765.0;7688.0
44.0;M;1843.0;7688.0
49.0;M;1748.0;7688.0
29.0;M;1624.0;7688.0
;M;1622.0;7689.0
39.0;M;1606.0;7689.0
42.0;M;1808.0;7689.0
42.0;M;1788.0;7690.0
42.0;M;1811.0;7691.0
48.0;M;1761.0;7692.0
47.0;K;1765.0;7692.0
49.0;M;1807.0;7693.0
63.0;M;1691.0;7693.0
59.0;M;1763.0;7693.0
49.0;M;1765.0;7694.0
43.0;K;1841.0;7694.0
35.0;M;1684.0;7694.0
37.0;M;1700.0;7694.0
;M;1650.0;7694.0
36.0;M;1770.0;7694.0
35.0;M;1816.0;7695.0
45.0;M;1650.0;7695.0
48.0;K;1695.0;7696.0
47.0;K;1764.0;7696.0
23.0;M;1605.0;7696.0
26.0;K;1776.0;7697.0
45.0;M;1843.0;7697.0
51.0;M;1821.0;7698.0
;M;1772.0;7698.0
42.0;M;1783.0;7698.0
38.0;M;1772.0;7698.0
45.0;M;1646.0;7699.0
51.0;M;1698.0;7700.0
40.0;M;1733.0;7700.0
40.0;K;1859.0;7700.0
46.0;M;1611.0;7700.0
34.0;K;1676.0;7701.0
33.0;M;1555.0;7701.0
45.0;M;1703.0;7701.0
36.0;K;1750.0;7702.0
43.0;K;1759.0;7702.0
;M;1696.0;7702.0
28.0;M;1780.0;7702.0
41.0;M;1811.0;7702.0
30.0;M;1689.0;7703.0
;K;1698.0;7703.0
53.0;K;1743.0;7703.0
31.0;M;1650.0;7704.0
38.0;M;1680.0;7705.0
37.0;M;1842.0;7705.0
21.0;K;1713.0;7705.0
44.0;M;1812.0;7706.0
38.0;M;1759.0;7707.0
28.0;M;1779.0;7709.0
44.0;M;1413.0;7709.0
47.0;K;1603.0;7709.0
53.0;M;1961.0;7710.0
54.0;K;1792.0;7710.0
67.0;M;1746.0;7711.0
44.0;M;1828.0;7711.0
30.0;M;1705.0;7711.0
41.0;M;1743.0;7712.0
34.0;K;1858.0;7712.0
43.0;M;1676.0;7713.0
54.0;M;1720.0;7714.0
28.0;M;1638.0;7714.0
41.0;M;1738.0;7714.0
52.0;K;1774.0;7714.0
50.0;M;1761.0;7715.0
59.0;M;1687.0;7715.0
39.0;M;1675.0;7715.0
50.0;M;1716.0;7715.0
30.0;K;1788.0;7717.0
45.0;M;1640.0;7717.0
29.0;M;1857.0;7717.0
30.0;M;1783.0;7717.0
38.0;K;1692.0;7718.0
41.0;M;1597.0;7719.0
39.0;M;1909.0;7719.0
49.0;M;1698.0;7720.0
34.0;M;1774.0;7720.0
36.0;M;1734.0;7720.0
43.0;M;1736.0;7721.0
56.0;M;1771.0;7721.0
50.0;K;1799.0;7722.0
61.0;M;1709.0;7722.0
29.0;M;1609.0;7723.0
55.0;M;1777.0;7724.0
38.0;M;1820.0;7725.0
63.0;M;1838.0;7725.0
33.0;M;1803.0;7725.0
22.0;M;1753.0;7726.0
37.0;M;1769.0;7727.0
26.0;M;1606.0;7728.0
66.0;M;1827.0;7729.0
49.0;K;1767.0;7729.0
33.0;M;1608.0;7730.0
43.0;K;1693.0;7730.0
25.0;K;1776.0;7730.0
42.0;M;1709.0;7731.0
38.0;M;1774.0;7731.0
50.0;M;1769.0;7731.0
35.0;M;1761.0;7732.0
37.0;K;1693.0;7732.0
39.0;M;1756.0;7732.0
46.0;M;1702.0;7733.0
41.0;K;1846.0;7733.0
43.0;M;1695.0;7733.0
49.0;K;1791.0;7734.0
40.0;M;1866.0;7734.0
43.0;K;1824.0;7735.0
45.0;M;1824.0;7735.0
39.0;M;1536.0;7735.0
58.0;K;1793.0;7735.0
36.0;M;1741.0;7735.0
46.0;M;1743.0;7735.0
29.0;M;1693.0;7736.0
51.0;K;1705.0;7736.0
29.0;M;1729.0;7737.0
38.0;M;1664.0;7737.0
43.0;M;1683.0;7737.0
33.0;K;1783.0;7737.0
60.0;M;1742.0;7738.0
29.0;M;1614.0;7738.0
44.0;M;1680.0;7738.0
32.0;M;1740.0;7739.0
38.0;M;1708.0;7739.0
34.0;M;1859.0;7739.0
27.0;K;1644.0;7739.0
44.0;K;1753.0;7740.0
43.0;K;1701.0;7740.0
30.0;M;1725.0;7741.0
39.0;K;1714.0;7742.0
32.0;M;1713.0;7744.0
45.0;M;1639.0;7745.0
46.0;K;1670.0;7745.0
22.0;K;1807.0;7747.0
36.0;K;1634.0;7747.0
48.0;M;1620.0;7748.0
35.0;M;1607.0;7748.0
37.0;M;1754.0;7749.0
39.0;M;1573.0;7749.0
36.0;K;1845.0;7749.0
34.0;M;1684.0;7750.0
38.0;M;1586.0;7751.0
29.0;K;1811.0;7751.0
35.0;K;1771.0;7752.0
44.0;K;1605.0;7752.0
30.0;M;1670.0;7753.0
47.0;K;1778.0;7753.0
54.0;M;1717.0;7753.0
41.0;M;1734.0;7754.0
35.0;K;1847.0;7754.0
41.0;K;1787.0;7756.0
44.0;K;1812.0;7756.0
35.0;M;1676.0;7756.0
26.0;K;1697.0;7756.0
33.0;M;1628.0;7757.0
39.0;K;1730.0;7757.0
44.0;M;1774.0;7758.0
47.0;M;1771.0;7759.0
44.0;K;1746.0;7759.0
35.0;K;1839.0;7759.0
33.0;M;1762.0;7760.0
45.0;M;1786.0;7760.0
44.0;K;1865.0;7761.0
32.0;K;1780.0;7761.0
32.0;M;1607.0;7761.0
33.0;M;1839.0;7761.0
43.0;K;1728.0;7762.0
35.0;M;1662.0;7762.0
41.0;M;1636.0;7763.0
;M;1710.0;7763.0
32.0;K;1844.0;7764.0
33.0;M;1647.0;7765.0
37.0;M;1687.0;7766.0
41.0;M;1621.0;7766.0
37.0;M;1765.0;7767.0
22.0;K;1841.0;7767.0
28.0;M;1724.0;7769.0
25.0;K;1726.0;7770.0
35.0;M;1640.0;7770.0
47.0;M;1649.0;7770.0
33.0;K;1761.0;7771.0
32.0;K;1777.0;7771.0
32.0;M;1752.0;7771.0
28.0;K;1782.0;7771.0
29.0;M;1773.0;7772.0
31.0;M;1777.0;7772.0
45.0;M;1805.0;7772.0
40.0;M;1696.0;7773.0
31.0;K;1823.0;7773.0
45.0;K;1831.0;7774.0
41.0;M;1669.0;7774.0
51.0;M;1788.0;7775.0
28.0;K;1661.0;7775.0
37.0;K;1678.0;7775.0
48.0;M;1772.0;7776.0
42.0;M;1680.0;7776.0
30.0;K;1668.0;7776.0
40.0;K;1680.0;7777.0
52.0;M;1744.0;7778.0
49.0;M;1644.0;7778.0
47.0;M;1698.0;7779.0
34.0;K;1709.0;7779.0
44.0;K;1722.0;7779.0
26.0;K;1614.0;7779.0
39.0;M;1783.0;7780.0
25.0;M;1672.0;7780.0
55.0;K;1758.0;7780.0
39.0;M;1766.0;7781.0
42.0;M;1792.0;7781.0
37.0;M;1741.0;7782.0
50.0;K;1777.0;7782.0
37.0;M;1817.0;7783.0
32.0;K;1664.0;7783.0
33.0;M;1791.0;7783.0
51.0;M;1778.0;7783.0
33.0;M;1825.0;7784.0
23.0;M;1671.0;7784.0
44.0;M;1799.0;7785.0
49.0;K;1834.0;7785.0
32.0;K;1730.0;7786.0
40.0;M;1767.0;7787.0
24.0;M;1913.0;7787.0
25.0;M;1914.0;7787.0
61.0;M;1619.0;7787.0
34.0;M;1750.0;7787.0
61.0;M;1688.0;7789.0
51.0;M;1685.0;7789.0
51.0;M;1681.0;7790.0
38.0;K;1810.0;7790.0
36.0;K;1905.0;7790.0
26.0;K;1848.0;7791.0
23.0;M;1564.0;7791.0
50.0;K;1700.0;7791.0
49.0;M;1810.0;7791.0
33.0;K;1831.0;7791.0
30.0;K;1803.0;7792.0
44.0;M;1794.0;7792.0
27.0;M;1710.0;7793.0
36.0;M;1636.0;7794.0
;M;1754.0;7794.0
40.0;M;1617.0;7794.0
38.0;K;1864.0;7795.0
50.0;M;1661.0;7796.0
37.0;M;1739.0;7796.0
62.0;M;1685.0;7797.0
45.0;M;1830.0;7797.0
43.0;M;1755.0;7798.0
;M;1476.0;7798.0
51.0;K;1658.0;7798.0
38.0;M;1681.0;7799.0
38.0;M;1715.0;7799.0
52.0;K;1653.0;7799.0
31.0;K;1747.0;7800.0
37.0;M;1776.0;7800.0
38.0;K;1774.0;7801.0
61.0;M;1697.0;7802.0
52.0;M;1755.0;7802.0
55.0;M;1701.0;7802.0
58.0;M;1643.0;7803.0
22.0;M;1499.0;7803.0
47.0;M;1775.0;7803.0
27.0;M;1466.0;7804.0
40.0;K;1768.0;7804.0
26.0;M;1467.0;7804.0
51.0;K;1771.0;7804.0
39.0;M;1813.0;7805.0
27.0;K;1699.0;7805.0
28.0;K;1746.0;7805.0
42.0;K;1751.0;7805.0
59.0;M;1672.0;7807.0
29.0;M;1777.0;7807.0
32.0;M;1823.0;7808.0
33.0;M;1590.0;7808.0
42.0;M;1817.0;7809.0
60.0;K;1840.0;7809.0
23.0;M;1682.0;7809.0
42.0;M;1765.0;7809.0
33.0;M;1700.0;7810.0
52.0;M;1477.0;7810.0
30.0;M;1701.0;7810.0
55.0;M;1737.0;7810.0
27.0;M;1712.0;7811.0
34.0;K;1741.0;7811.0
27.0;M;1822.0;7812.0
41.0;K;1803.0;7812.0
37.0;M;1835.0;7812.0
26.0;M;1663.0;7813.0
35.0;M;1827.0;7813.0
21.0;M;1644.0;7815.0
32.0;M;1761.0;7815.0
38.0;K;1764.0;7815.0
33.0;K;1751.0;7816.0
38.0;M;1803.0;7816.0
49.0;K;1767.0;7816.0
58.0;M;1734.0;7818.0
53.0;M;1770.0;7818.0
51.0;M;1812.0;7818.0
47.0;M;1795.0;7820.0
24.0;M;1693.0;7820.0
40.0;M;1731.0;7821.0
44.0;M;1838.0;7821.0
38.0;M;1848.0;7822.0
33.0;K;1845.0;7822.0
48.0;K;1771.0;7822.0
41.0;K;1777.0;7823.0
52.0;K;1761.0;7823.0
35.0;K;1838.0;7823.0
62.0;M;1661.0;7823.0
32.0;K;1824.0;7823.0
34.0;M;1565.0;7824.0
46.0;M;1805.0;7825.0
36.0;M;1779.0;7825.0
39.0;K;1699.0;7825.0
25.0;K;1857.0;7825.0
47.0;K;1803.0;7825.0
49.0;K;1709.0;7826.0
34.0;M;1766.0;7828.0
39.0;K;1807.0;7828.0
45.0;M;1708.0;7829.0
35.0;K;1720.0;7829.0
44.0;M;1780.0;7829.0
42.0;K;1724.0;7830.0
38.0;M;1817.0;7830.0
25.0;M;1861.0;7830.0
42.0;M;1606.0;7830.0
43.0;K;1709.0;7831.0
34.0;M;1637.0;7831.0
56.0;M;1760.0;7832.0
44.0;M;1845.0;7833.0
28.0;K;1808.0;7834.0
56.0;M;1644.0;7834.0
30.0;M;1806.0;7834.0
42.0;K;1696.0;7836.0
;K;1689.0;7836.0
33.0;K;1803.0;7838.0
36.0;K;1752.0;7838.0
33.0;M;1690.0;7838.0
34.0;M;1786.0;7839.0
40.0;M;1754.0;7839.0
52.0;M;1926.0;7839.0
35.0;K;1802.0;7839.0
32.0;M;1709.0;7839.0
46.0;M;1716.0;7840.0
46.0;M;1751.0;7840.0
31.0;M;1787.0;7841.0
36.0;M;1627.0;7842.0
26.0;M;1994.0;7842.0
24.0;K;1840.0;7842.0
39.0;M;1850.0;7844.0
38.0;M;1629.0;7845.0
42.0;K;1777.0;7845.0
44.0;M;1807.0;7846.0
25.0;M;1357.0;7846.0
25.0;K;1833.0;7847.0
42.0;K;1780.0;7848.0
35.0;K;1702.0;7850.0
22.0;M;1724.0;7850.0
44.0;M;1643.0;7850.0
28.0;M;1719.0;7851.0
48.0;M;1786.0;7851.0
40.0;M;1769.0;7852.0
43.0;K;1826.0;7853.0
33.0;M;1749.0;7854.0
42.0;K;1787.0;7854.0
32.0;K;1705.0;7854.0
37.0;M;1811.0;7855.0
22.0;M;1959.0;7856.0
43.0;K;1880.0;7856.0
39.0;K;1653.0;7857.0
33.0;M;1810.0;7857.0
26.0;M;1847.0;7858.0
40.0;M;1922.0;7858.0
51.0;M;1757.0;7858.0
45.0;M;1800.0;7859.0
43.0;K;1790.0;7859.0
49.0;M;1746.0;7860.0
38.0;K;1807.0;7862.0
43.0;K;1663.0;7862.0
35.0;M;1723.0;7863.0
40.0;K;1712.0;7863.0
43.0;M;1619.0;7865.0
45.0;K;1806.0;7865.0
45.0;M;1796.0;7866.0
44.0;K;1736.0;7867.0
37.0;M;1568.0;7867.0
32.0;M;1713.0;7867.0
37.0;M;1776.0;7868.0
62.0;M;1807.0;7869.0
27.0;M;1832.0;7869.0
47.0;M;1749.0;7869.0
46.0;K;1753.0;7870.0
38.0;M;1846.0;7870.0
27.0;K;1992.0;7871.0
35.0;K;1897.0;7871.0
22.0;K;1790.0;7872.0
34.0;K;1692.0;7873.0
50.0;M;1708.0;7873.0
46.0;K;1803.0;7874.0
;K;1708.0;7876.0
40.0;M;1613.0;7876.0
41.0;M;1789.0;7877.0
32.0;K;1831.0;7877.0
31.0;M;1778.0;7877.0
32.0;K;1847.0;7878.0
31.0;K;1777.0;7879.0
23.0;M;1582.0;7879.0
52.0;M;1691.0;7879.0
43.0;M;1829.0;7879.0
35.0;M;1649.0;7881.0
29.0;K;1772.0;7881.0
38.0;M;1641.0;7881.0
39.0;M;1794.0;7882.0
36.0;K;1754.0;7882.0
40.0;M;1742.0;7882.0
38.0;M;1901.0;7882.0
34.0;K;1788.0;7882.0
45.0;M;1644.0;7883.0
21.0;K;1767.0;7883.0
41.0;K;1830.0;7883.0
43.0;M;1554.0;7884.0
29.0;K;1753.0;7884.0
28.0;K;1789.0;7886.0
20.0;M;1724.0;7887.0
48.0;M;1796.0;7887.0
56.0;K;1716.0;7888.0
58.0;M;1726.0;7888.0
52.0;K;1805.0;7890.0
59.0;M;1720.0;7890.0
43.0;K;1721.0;7891.0
45.0;K;1728.0;7892.0
32.0;M;1706.0;7892.0
40.0;K;2003.0;7892.0
37.0;K;1796.0;7892.0
48.0;K;1775.0;7893.0
41.0;K;1705.0;7893.0
32.0;M;1763.0;7893.0
53.0;M;1808.0;7893.0
25.0;M;1626.0;7894.0
46.0;M;1811.0;7894.0
22.0;M;1754.0;7897.0
40.0;K;1741.0;7897.0
25.0;K;1859.0;7897.0
54.0;M;1781.0;7897.0
23.0;M;1912.0;7898.0
40.0;M;1913.0;7899.0
54.0;M;1865.0;7900.0
40.0;M;1604.0;7900.0
40.0;K;1735.0;7900.0
33.0;M;1557.0;7900.0
43.0;M;1734.0;7901.0
30.0;M;1610.0;7901.0
43.0;K;1758.0;7902.0
28.0;M;1933.0;7902.0
33.0;K;1908.0;7902.0
35.0;K;1733.0;7903.0
48.0;K;1968.0;7903.0
47.0;M;1910.0;7903.0
41.0;K;1909.0;7903.0
62.0;M;1838.0;7905.0
38.0;K;1838.0;7907.0
44.0;M;1832.0;7908.0
24.0;K;1816.0;7908.0
37.0;M;1869.0;7909.0
25.0;M;1904.0;7909.0
22.0;M;1726.0;7910.0
31.0;M;1852.0;7912.0
47.0;M;1808.0;7913.0
26.0;M;1787.0;7914.0
47.0;K;1825.0;7914.0
39.0;K;1755.0;7914.0
32.0;M;1775.0;7914.0
36.0;M;1644.0;7914.0
61.0;K;1702.0;7916.0
31.0;K;1878.0;7916.0
40.0;M;1844.0;7916.0
62.0;M;1793.0;7916.0
39.0;K;1825.0;7916.0
38.0;M;1862.0;7917.0
25.0;K;1740.0;7918.0
23.0;M;1793.0;7918.0
53.0;M;1783.0;7919.0
40.0;M;1862.0;7919.0
32.0;M;1795.0;7919.0
45.0;K;1677.0;7919.0
27.0;M;1794.0;7920.0
32.0;M;1932.0;7920.0
27.0;K;1759.0;7921.0
41.0;K;1809.0;7921.0
41.0;K;1833.0;7921.0
24.0;K;1766.0;7921.0
63.0;M;1668.0;7923.0
47.0;M;1791.0;7923.0
40.0;K;1677.0;7923.0
44.0;M;1732.0;7925.0
67.0;M;1786.0;7926.0
28.0;M;1559.0;7926.0
41.0;M;1726.0;7927.0
53.0;M;1872.0;7927.0
35.0;M;1805.0;7927.0
37.0;K;1790.0;7930.0
59.0;M;1796.0;7930.0
39.0;M;1808.0;7931.0
46.0;M;1802.0;7931.0
37.0;K;1808.0;7931.0
42.0;K;1726.0;7931.0
38.0;K;1759.0;7932.0
53.0;M;1775.0;7933.0
47.0;K;1744.0;7933.0
37.0;M;1761.0;7933.0
51.0;M;1803.0;7934.0
34.0;M;1917.0;7934.0
40.0;K;1895.0;7934.0
30.0;K;1917.0;7935.0
41.0;K;1786.0;7935.0
;K;1801.0;7935.0
43.0;M;1735.0;7936.0
41.0;M;1772.0;7937.0
51.0;M;1782.0;7937.0
34.0;K;1866.0;7937.0
42.0;K;1838.0;7937.0
49.0;M;1836.0;7938.0
32.0;M;1871.0;7938.0
34.0;K;1846.0;7939.0
64.0;M;1773.0;7940.0
49.0;K;1921.0;7940.0
37.0;K;1963.0;7940.0
40.0;K;1771.0;7942.0
42.0;M;1564.0;7942.0
34.0;M;1969.0;7942.0
27.0;M;1745.0;7942.0
26.0;M;1701.0;7942.0
41.0;K;1776.0;7942.0
51.0;K;1696.0;7942.0
55.0;M;1803.0;7944.0
47.0;M;1784.0;7944.0
50.0;M;1971.0;7944.0
35.0;K;1622.0;7945.0
60.0;M;1730.0;7946.0
28.0;K;1747.0;7946.0
32.0;K;1744.0;7947.0
46.0;K;1878.0;7947.0
52.0;M;1837.0;7948.0
32.0;K;1931.0;7948.0
31.0;M;1764.0;7950.0
37.0;M;1741.0;7952.0
33.0;M;1680.0;7952.0
49.0;K;1851.0;7953.0
61.0;M;1810.0;7953.0
42.0;M;1720.0;7953.0
29.0;K;1725.0;7953.0
23.0;M;1859.0;7954.0
46.0;K;1822.0;7954.0
33.0;K;1838.0;7955.0
48.0;M;1664.0;7955.0
32.0;M;1660.0;7955.0
37.0;M;1772.0;7957.0
40.0;K;1744.0;7957.0
27.0;M;1916.0;7957.0
;M;1751.0;7958.0
40.0;M;1565.0;7958.0
40.0;K;1835.0;7959.0
47.0;M;1783.0;7959.0
35.0;M;1908.0;7959.0
23.0;M;1684.0;7959.0
35.0;K;1839.0;7960.0
22.0;M;1898.0;7961.0
29.0;K;1959.0;7961.0
35.0;M;1635.0;7962.0
43.0;K;1810.0;7963.0
33.0;K;1810.0;7963.0
;K;1796.0;7963.0
36.0;K;1666.0;7963.0
45.0;K;1825.0;7964.0
43.0;K;1795.0;7964.0
35.0;K;1730.0;7965.0
30.0;M;1773.0;7965.0
44.0;M;1880.0;7965.0
38.0;K;1764.0;7966.0
59.0;M;1796.0;7966.0
34.0;K;1766.0;7966.0
41.0;K;1813.0;7966.0
40.0;M;1859.0;7967.0
38.0;M;1776.0;7967.0
35.0;M;1636.0;7967.0
36.0;K;1859.0;7967.0
34.0;M;1771.0;7967.0
26.0;K;1928.0;7968.0
43.0;M;1719.0;7968.0
24.0;K;1923.0;7968.0
40.0;K;1804.0;7969.0
37.0;M;1727.0;7969.0
49.0;M;1801.0;7970.0
35.0;K;1654.0;7971.0
52.0;M;1768.0;7972.0
43.0;K;1770.0;7972.0
34.0;M;1524.0;7972.0
44.0;K;1769.0;7974.0
40.0;K;1795.0;7974.0
32.0;M;1765.0;7976.0
44.0;K;1862.0;7976.0
30.0;M;1941.0;7977.0
37.0;K;1716.0;7978.0
44.0;K;1841.0;7978.0
47.0;M;1840.0;7978.0
42.0;M;1523.0;7979.0
32.0;M;1900.0;7980.0
67.0;M;1825.0;7980.0
56.0;K;1838.0;7982.0
44.0;M;1770.0;7982.0
33.0;K;1808.0;7982.0
28.0;M;1839.0;7984.0
36.0;M;1855.0;7984.0
23.0;M;1599.0;7985.0
28.0;K;1928.0;7985.0
21.0;K;1976.0;7986.0
30.0;M;1928.0;7986.0
;M;1869.0;7986.0
22.0;M;1776.0;7986.0
34.0;M;1663.0;7986.0
30.0;M;1929.0;7987.0
35.0;M;1872.0;7987.0
27.0;K;1780.0;7987.0
46.0;K;1795.0;7988.0
44.0;M;1781.0;7988.0
30.0;K;1873.0;7988.0
65.0;K;1845.0;7988.0
46.0;M;1721.0;7988.0
39.0;M;1869.0;7989.0
43.0;M;1843.0;7990.0
25.0;K;1699.0;7990.0
45.0;M;1905.0;7990.0
49.0;K;1790.0;7990.0
46.0;M;1694.0;7991.0
31.0;K;1840.0;7991.0
43.0;K;1892.0;7991.0
38.0;K;1891.0;7991.0
42.0;K;1892.0;7992.0
46.0;K;1945.0;7992.0
36.0;M;1727.0;7992.0
46.0;M;1728.0;7996.0
50.0;M;1807.0;7997.0
32.0;M;1883.0;7997.0
41.0;K;1701.0;7997.0
60.0;M;1853.0;7998.0
53.0;K;1688.0;7999.0
51.0;M;1923.0;7999.0
48.0;K;1678.0;7999.0
51.0;K;1856.0;8002.0
44.0;K;1858.0;8002.0
60.0;K;1856.0;8002.0
42.0;M;1806.0;8003.0
51.0;M;1835.0;8003.0
34.0;M;1774.0;8003.0
44.0;K;1786.0;8004.0
26.0;M;1797.0;8004.0
34.0;M;1853.0;8005.0
30.0;M;1734.0;8006.0
37.0;M;1753.0;8006.0
26.0;K;1772.0;8007.0
42.0;M;1825.0;8008.0
44.0;K;1825.0;8008.0
28.0;K;1825.0;8009.0
29.0;K;1749.0;8010.0
28.0;K;1826.0;8011.0
35.0;M;1760.0;8011.0
45.0;K;1807.0;8011.0
34.0;M;1666.0;8011.0
45.0;M;1719.0;8011.0
42.0;M;1697.0;8012.0
39.0;M;1728.0;8012.0
25.0;K;1725.0;8014.0
53.0;M;1800.0;8014.0
24.0;M;1860.0;8014.0
45.0;M;1793.0;8015.0
44.0;K;1791.0;8015.0
50.0;K;1832.0;8015.0
21.0;M;1758.0;8015.0
;K;1836.0;8015.0
49.0;M;1577.0;8016.0
41.0;K;1845.0;8016.0
22.0;M;1856.0;8016.0
32.0;M;1836.0;8017.0
50.0;M;1655.0;8018.0
52.0;M;1793.0;8018.0
22.0;K;1763.0;8018.0
48.0;K;1878.0;8018.0
35.0;M;1744.0;8018.0
51.0;K;1921.0;8019.0
25.0;K;1715.0;8019.0
64.0;M;1639.0;8019.0
40.0;M;1852.0;8021.0
34.0;K;1721.0;8022.0
38.0;M;1947.0;8022.0
31.0;M;1851.0;8023.0
59.0;M;1756.0;8024.0
33.0;K;1722.0;8024.0
38.0;K;1949.0;8024.0
36.0;K;1801.0;8025.0
27.0;M;1646.0;8025.0
25.0;M;1801.0;8026.0
33.0;M;1735.0;8026.0
52.0;K;1881.0;8027.0
49.0;K;1741.0;8028.0
44.0;K;1680.0;8028.0
39.0;K;1894.0;8029.0
41.0;M;1885.0;8030.0
43.0;K;1921.0;8030.0
32.0;K;1762.0;8031.0
53.0;K;1802.0;8031.0
;M;1792.0;8032.0
55.0;M;1877.0;8032.0
34.0;K;1761.0;8033.0
52.0;M;1638.0;8033.0
26.0;K;1780.0;8034.0
47.0;M;1800.0;8034.0
33.0;M;1727.0;8034.0
44.0;M;1746.0;8034.0
45.0;K;1849.0;8035.0
37.0;K;1816.0;8035.0
20.0;M;1849.0;8035.0
35.0;M;1791.0;8035.0
63.0;M;1836.0;8036.0
44.0;M;1883.0;8037.0
37.0;K;1754.0;8037.0
