Wiek;Płeć;5 km Czas;Czas
45.0;M;1429.0;6118.0
36.0;M;1449.0;6118.0
44.0;M;1493.0;6118.0
44.0;M;1400.0;6121.0
27.0;K;1482.0;6121.0
23.0;M;1483.0;6122.0
28.0;M;1462.0;6123.0
33.0;M;1408.0;6123.0
47.0;M;1320.0;6124.0
34.0;M;1505.0;6124.0
25.0;M;1544.0;6126.0
44.0;M;1414.0;6126.0
43.0;M;1433.0;6127.0
42.0;M;1410.0;6128.0
50.0;M;1424.0;6128.0
28.0;M;1460.0;6129.0
43.0;M;1508.0;6130.0
54.0;M;1418.0;6130.0
31.0;M;1434.0;6130.0
31.0;M;1480.0;6131.0
31.0;M;1375.0;6131.0
44.0;M;1299.0;6131.0
22.0;K;1452.0;6132.0
27.0;M;1331.0;6132.0
27.0;M;1339.0;6133.0
39.0;M;1452.0;6136.0
32.0;K;1474.0;6136.0
32.0;M;1454.0;6136.0
50.0;M;1251.0;6139.0
37.0;M;1237.0;6139.0
27.0;M;1423.0;6140.0
35.0;M;1419.0;6140.0
28.0;M;1442.0;6142.0
47.0;M;1413.0;6144.0
43.0;M;1481.0;6144.0
42.0;M;1427.0;6144.0
37.0;M;1433.0;6144.0
42.0;M;1451.0;6145.0
36.0;K;1448.0;6146.0
30.0;M;1375.0;6146.0
49.0;M;1417.0;6146.0
25.0;M;1419.0;6147.0
28.0;M;1457.0;6147.0
30.0;K;1421.0;6147.0
37.0;M;1419.0;6147.0
29.0;M;1277.0;6148.0
32.0;M;1424.0;6149.0
34.0;M;1397.0;6149.0
49.0;M;1465.0;6150.0
23.0;K;1297.0;6150.0
53.0;M;1418.0;6151.0
39.0;M;1600.0;6151.0
40.0;M;1444.0;6153.0
31.0;M;1547.0;6154.0
49.0;M;1477.0;6155.0
46.0;M;1407.0;6155.0
42.0;M;1274.0;6156.0
44.0;M;1466.0;6157.0
39.0;M;1327.0;6157.0
29.0;M;1485.0;6158.0
27.0;M;1485.0;6158.0
45.0;M;1457.0;6158.0
40.0;M;1443.0;6159.0
45.0;M;1390.0;6159.0
22.0;K;1411.0;6159.0
39.0;M;1448.0;6159.0
36.0;M;1265.0;6159.0
48.0;M;1449.0;6160.0
62.0;M;1458.0;6160.0
;M;1519.0;6160.0
52.0;M;1389.0;6160.0
37.0;M;1359.0;6161.0
43.0;M;1426.0;6161.0
52.0;M;1440.0;6162.0
42.0;M;1434.0;6162.0
56.0;M;1412.0;6162.0
37.0;K;1361.0;6163.0
19.0;M;1300.0;6163.0
45.0;M;1478.0;6164.0
45.0;M;1420.0;6166.0
22.0;M;1489.0;6166.0
41.0;M;1455.0;6166.0
36.0;K;1471.0;6167.0
38.0;M;1311.0;6168.0
25.0;M;1471.0;6168.0
48.0;M;1519.0;6168.0
45.0;M;1499.0;6168.0
54.0;M;1473.0;6169.0
44.0;K;1370.0;6169.0
47.0;M;1416.0;6169.0
32.0;M;1404.0;6170.0
51.0;M;1484.0;6171.0
39.0;K;1387.0;6171.0
38.0;M;1544.0;6171.0
51.0;M;1458.0;6172.0
34.0;M;1329.0;6173.0
33.0;M;1407.0;6174.0
33.0;M;1405.0;6174.0
41.0;M;1494.0;6175.0
40.0;M;1514.0;6175.0
44.0;M;1421.0;6175.0
40.0;M;1453.0;6177.0
36.0;M;1419.0;6177.0
51.0;K;1487.0;6177.0
65.0;M;1478.0;6177.0
43.0;M;1393.0;6179.0
49.0;M;1394.0;6179.0
49.0;M;1479.0;6180.0
38.0;M;1478.0;6180.0
45.0;M;1361.0;6182.0
47.0;M;1501.0;6182.0
53.0;M;1435.0;6183.0
36.0;M;1448.0;6183.0
34.0;M;1438.0;6184.0
31.0;K;1417.0;6186.0
23.0;M;1344.0;6186.0
41.0;M;1468.0;6186.0
18.0;M;1495.0;6187.0
22.0;M;1486.0;6187.0
46.0;M;1348.0;6187.0
51.0;M;1515.0;6187.0
29.0;M;1454.0;6190.0
34.0;M;1450.0;6191.0
46.0;M;1381.0;6191.0
33.0;M;1349.0;6193.0
53.0;M;1413.0;6195.0
38.0;M;1487.0;6196.0
28.0;M;1495.0;6197.0
43.0;M;1486.0;6198.0
42.0;M;1407.0;6198.0
38.0;M;1425.0;6198.0
42.0;M;1437.0;6198.0
42.0;M;1444.0;6198.0
31.0;M;1494.0;6198.0
23.0;M;1422.0;6199.0
40.0;M;1315.0;6199.0
30.0;M;1387.0;6199.0
33.0;M;1421.0;6200.0
34.0;K;1403.0;6200.0
33.0;M;1482.0;6200.0
35.0;M;1335.0;6201.0
35.0;M;1513.0;6202.0
37.0;K;1425.0;6202.0
22.0;K;1421.0;6202.0
33.0;M;1501.0;6202.0
50.0;M;1346.0;6203.0
30.0;M;1477.0;6204.0
31.0;M;1547.0;6204.0
46.0;M;1507.0;6206.0
37.0;M;1505.0;6208.0
42.0;M;1638.0;6208.0
27.0;M;1464.0;6208.0
41.0;M;1437.0;6209.0
40.0;K;1429.0;6210.0
46.0;M;1401.0;6210.0
51.0;M;1458.0;6210.0
45.0;K;1427.0;6210.0
28.0;M;1401.0;6210.0
37.0;M;1480.0;6210.0
31.0;K;1450.0;6210.0
46.0;M;1451.0;6211.0
36.0;M;1368.0;6211.0
43.0;M;1437.0;6211.0
45.0;M;1452.0;6211.0
36.0;M;1451.0;6212.0
37.0;M;1460.0;6212.0
45.0;M;1441.0;6213.0
45.0;M;1389.0;6213.0
50.0;M;1582.0;6213.0
49.0;M;1490.0;6214.0
34.0;K;1416.0;6214.0
31.0;M;1408.0;6214.0
36.0;M;1290.0;6214.0
32.0;M;1428.0;6215.0
46.0;M;1368.0;6215.0
27.0;M;1448.0;6215.0
44.0;M;1511.0;6216.0
34.0;M;1497.0;6217.0
45.0;K;1399.0;6217.0
33.0;M;1461.0;6218.0
30.0;M;1442.0;6218.0
36.0;M;1517.0;6218.0
34.0;M;1475.0;6219.0
32.0;M;1525.0;6219.0
45.0;M;1491.0;6219.0
27.0;M;1604.0;6219.0
35.0;M;1439.0;6220.0
46.0;K;1437.0;6220.0
65.0;M;1464.0;6220.0
48.0;M;1486.0;6221.0
24.0;M;1293.0;6221.0
29.0;M;1421.0;6221.0
40.0;K;1491.0;6221.0
22.0;M;1449.0;6221.0
37.0;M;1482.0;6222.0
28.0;K;1414.0;6222.0
34.0;K;1483.0;6223.0
38.0;K;1442.0;6223.0
35.0;M;1347.0;6223.0
64.0;M;1439.0;6224.0
55.0;M;1388.0;6224.0
42.0;M;1513.0;6225.0
37.0;M;1535.0;6225.0
24.0;M;1437.0;6225.0
45.0;M;1441.0;6225.0
18.0;M;1471.0;6226.0
26.0;M;1422.0;6226.0
45.0;M;1472.0;6228.0
;K;1488.0;6228.0
38.0;M;1442.0;6228.0
34.0;M;1426.0;6228.0
36.0;M;1428.0;6229.0
50.0;M;1466.0;6229.0
51.0;M;1520.0;6231.0
36.0;M;1466.0;6233.0
48.0;M;1452.0;6233.0
22.0;M;1453.0;6233.0
34.0;M;1408.0;6233.0
33.0;M;1509.0;6233.0
34.0;M;1484.0;6234.0
38.0;M;1399.0;6235.0
37.0;M;1459.0;6236.0
42.0;M;1428.0;6236.0
19.0;M;1428.0;6238.0
29.0;M;1293.0;6238.0
36.0;M;1441.0;6238.0
41.0;M;1432.0;6238.0
44.0;M;1445.0;6238.0
37.0;M;1510.0;6239.0
43.0;M;1460.0;6239.0
35.0;M;1483.0;6239.0
29.0;M;1493.0;6239.0
42.0;M;1494.0;6240.0
52.0;M;1412.0;6240.0
48.0;M;1477.0;6240.0
47.0;M;1495.0;6240.0
61.0;M;1520.0;6241.0
19.0;M;1358.0;6241.0
33.0;M;1500.0;6242.0
34.0;M;1461.0;6242.0
42.0;M;1462.0;6243.0
46.0;M;1440.0;6243.0
36.0;M;1460.0;6244.0
37.0;M;1371.0;6244.0
29.0;K;1503.0;6245.0
43.0;M;1442.0;6245.0
51.0;M;1475.0;6247.0
29.0;M;1563.0;6247.0
24.0;M;1511.0;6247.0
38.0;M;1465.0;6247.0
55.0;M;1477.0;6247.0
43.0;M;1444.0;6248.0
42.0;M;1581.0;6248.0
32.0;M;1400.0;6248.0
35.0;M;1399.0;6248.0
50.0;M;1487.0;6248.0
27.0;M;1423.0;6248.0
32.0;M;1502.0;6249.0
34.0;M;1477.0;6249.0
35.0;K;1443.0;6249.0
35.0;M;1471.0;6249.0
47.0;M;1431.0;6249.0
40.0;M;1500.0;6249.0
35.0;M;1502.0;6250.0
24.0;M;1418.0;6250.0
25.0;M;1512.0;6251.0
63.0;M;1485.0;6251.0
29.0;M;1463.0;6252.0
30.0;M;1411.0;6253.0
45.0;K;1437.0;6253.0
30.0;M;1556.0;6253.0
29.0;M;1409.0;6254.0
41.0;M;1508.0;6254.0
44.0;M;1414.0;6254.0
30.0;M;1453.0;6255.0
32.0;M;1373.0;6255.0
35.0;K;1489.0;6255.0
;M;1442.0;6256.0
38.0;M;1493.0;6256.0
53.0;M;1577.0;6256.0
39.0;M;1523.0;6257.0
45.0;M;1396.0;6257.0
25.0;M;1404.0;6257.0
41.0;M;1436.0;6257.0
43.0;M;1472.0;6258.0
43.0;M;1482.0;6259.0
18.0;M;1420.0;6259.0
29.0;K;1465.0;6260.0
36.0;M;1468.0;6260.0
38.0;M;1465.0;6261.0
49.0;M;1477.0;6261.0
50.0;M;1481.0;6261.0
45.0;M;1424.0;6261.0
28.0;M;1429.0;6262.0
50.0;M;1504.0;6263.0
30.0;K;1482.0;6264.0
44.0;M;1502.0;6264.0
51.0;M;1480.0;6265.0
33.0;M;1495.0;6266.0
48.0;M;1368.0;6266.0
31.0;M;1483.0;6268.0
35.0;M;1465.0;6268.0
46.0;M;1434.0;6268.0
30.0;M;1472.0;6269.0
47.0;M;1481.0;6269.0
24.0;M;1452.0;6269.0
47.0;M;1405.0;6269.0
41.0;M;1484.0;6270.0
47.0;M;1435.0;6272.0
50.0;M;1450.0;6272.0
18.0;K;1424.0;6273.0
40.0;K;1426.0;6273.0
38.0;M;1512.0;6273.0
29.0;M;1520.0;6273.0
25.0;M;1397.0;6274.0
43.0;M;1452.0;6274.0
52.0;M;1496.0;6275.0
45.0;M;1500.0;6275.0
34.0;M;1522.0;6275.0
32.0;M;1555.0;6275.0
38.0;K;1470.0;6275.0
46.0;K;1438.0;6275.0
29.0;M;1542.0;6276.0
31.0;M;1499.0;6276.0
51.0;M;1500.0;6276.0
41.0;M;1498.0;6276.0
47.0;M;1461.0;6278.0
38.0;M;1443.0;6278.0
44.0;M;1468.0;6278.0
25.0;M;1463.0;6278.0
39.0;M;1402.0;6280.0
45.0;M;1445.0;6281.0
34.0;M;1394.0;6281.0
40.0;M;1523.0;6281.0
62.0;M;1467.0;6281.0
34.0;M;1465.0;6281.0
29.0;M;1448.0;6282.0
43.0;K;1480.0;6282.0
22.0;K;1560.0;6282.0
31.0;M;1566.0;6282.0
34.0;M;1436.0;6283.0
54.0;M;1446.0;6284.0
40.0;M;1502.0;6285.0
43.0;M;1459.0;6285.0
51.0;M;1478.0;6285.0
36.0;K;1448.0;6286.0
21.0;M;1470.0;6286.0
37.0;M;1483.0;6286.0
35.0;M;1456.0;6286.0
40.0;M;1464.0;6286.0
40.0;M;1561.0;6287.0
45.0;M;1425.0;6287.0
56.0;M;1413.0;6288.0
32.0;M;1505.0;6288.0
26.0;M;1556.0;6288.0
32.0;K;1515.0;6288.0
38.0;M;1452.0;6289.0
29.0;M;1500.0;6289.0
37.0;M;1471.0;6289.0
26.0;M;1417.0;6289.0
67.0;M;1413.0;6289.0
30.0;M;1499.0;6290.0
42.0;M;1446.0;6290.0
43.0;M;1470.0;6290.0
50.0;M;1480.0;6290.0
49.0;M;1471.0;6290.0
42.0;M;1475.0;6290.0
56.0;M;1479.0;6291.0
43.0;M;1486.0;6291.0
49.0;M;1486.0;6291.0
37.0;M;1508.0;6291.0
26.0;M;1341.0;6291.0
60.0;M;1511.0;6291.0
31.0;M;1471.0;6291.0
39.0;M;1485.0;6292.0
44.0;M;1441.0;6292.0
32.0;M;1496.0;6292.0
24.0;M;1521.0;6292.0
39.0;M;1508.0;6293.0
36.0;M;1476.0;6293.0
35.0;M;1460.0;6293.0
20.0;M;1504.0;6293.0
29.0;M;1484.0;6294.0
25.0;M;1513.0;6294.0
37.0;M;1435.0;6294.0
43.0;M;1488.0;6295.0
39.0;M;1479.0;6295.0
39.0;M;1502.0;6295.0
42.0;K;1534.0;6295.0
27.0;M;1490.0;6296.0
35.0;M;1450.0;6296.0
47.0;M;1439.0;6297.0
35.0;K;1467.0;6297.0
52.0;M;1402.0;6297.0
47.0;M;1421.0;6298.0
32.0;M;1380.0;6299.0
40.0;M;1485.0;6299.0
37.0;M;1348.0;6300.0
44.0;M;1474.0;6300.0
45.0;M;1513.0;6300.0
19.0;M;1508.0;6300.0
35.0;M;1415.0;6300.0
47.0;M;1501.0;6301.0
32.0;K;1511.0;6301.0
50.0;M;1491.0;6301.0
43.0;M;1524.0;6302.0
32.0;K;1499.0;6302.0
34.0;M;1460.0;6302.0
43.0;M;1478.0;6304.0
43.0;M;1500.0;6304.0
29.0;M;1542.0;6304.0
34.0;M;1436.0;6305.0
37.0;M;1429.0;6305.0
38.0;M;1394.0;6306.0
52.0;K;1527.0;6306.0
33.0;M;1406.0;6307.0
49.0;M;1390.0;6307.0
47.0;M;1495.0;6307.0
31.0;M;1436.0;6307.0
46.0;M;1454.0;6307.0
37.0;M;1482.0;6307.0
41.0;M;1467.0;6307.0
32.0;M;1369.0;6307.0
46.0;M;1493.0;6308.0
34.0;M;1550.0;6308.0
46.0;M;1381.0;6309.0
43.0;M;1512.0;6309.0
34.0;M;1439.0;6309.0
42.0;K;1531.0;6310.0
19.0;M;1494.0;6310.0
43.0;M;1514.0;6310.0
45.0;M;1470.0;6310.0
37.0;M;1489.0;6310.0
41.0;M;1419.0;6311.0
36.0;K;1373.0;6311.0
24.0;M;1456.0;6311.0
23.0;M;1449.0;6311.0
36.0;M;1522.0;6311.0
47.0;M;1418.0;6312.0
31.0;M;1565.0;6312.0
48.0;M;1498.0;6313.0
47.0;M;1419.0;6313.0
46.0;M;1486.0;6313.0
42.0;M;1486.0;6314.0
44.0;M;1489.0;6314.0
43.0;K;1408.0;6314.0
;M;1522.0;6315.0
40.0;M;1443.0;6315.0
59.0;M;1466.0;6315.0
35.0;M;1508.0;6315.0
50.0;M;1426.0;6315.0
38.0;M;1496.0;6316.0
41.0;M;1548.0;6316.0
30.0;K;1474.0;6316.0
37.0;M;1449.0;6317.0
29.0;M;1503.0;6317.0
28.0;K;1457.0;6317.0
36.0;M;1564.0;6317.0
54.0;M;1421.0;6317.0
39.0;M;1501.0;6317.0
30.0;M;1530.0;6318.0
36.0;M;1433.0;6318.0
36.0;K;1534.0;6318.0
41.0;M;1467.0;6318.0
46.0;M;1478.0;6318.0
56.0;M;1508.0;6318.0
61.0;M;1428.0;6318.0
21.0;M;1368.0;6319.0
27.0;M;1355.0;6320.0
32.0;M;1487.0;6320.0
41.0;M;1514.0;6320.0
37.0;M;1430.0;6320.0
38.0;M;1512.0;6320.0
47.0;M;1515.0;6321.0
45.0;M;1510.0;6321.0
28.0;M;1487.0;6322.0
40.0;M;1517.0;6322.0
43.0;M;1469.0;6322.0
27.0;M;1398.0;6323.0
42.0;K;1469.0;6324.0
48.0;M;1521.0;6324.0
21.0;M;1481.0;6325.0
45.0;M;1429.0;6325.0
53.0;K;1457.0;6325.0
62.0;M;1478.0;6325.0
35.0;M;1529.0;6325.0
34.0;M;1471.0;6326.0
36.0;M;1539.0;6326.0
34.0;M;1483.0;6327.0
23.0;M;1530.0;6327.0
39.0;M;1461.0;6328.0
28.0;K;1490.0;6328.0
32.0;M;1514.0;6328.0
45.0;M;1530.0;6328.0
23.0;M;1447.0;6328.0
51.0;M;1339.0;6329.0
22.0;M;1486.0;6330.0
34.0;M;1524.0;6330.0
36.0;M;1421.0;6331.0
31.0;M;1439.0;6331.0
40.0;M;1471.0;6332.0
47.0;M;1481.0;6332.0
41.0;M;1454.0;6333.0
50.0;M;1455.0;6333.0
39.0;M;1469.0;6333.0
46.0;M;1515.0;6333.0
61.0;M;1511.0;6334.0
31.0;M;1517.0;6334.0
28.0;K;1480.0;6334.0
43.0;M;1541.0;6334.0
40.0;M;1466.0;6334.0
48.0;K;1507.0;6335.0
38.0;M;1379.0;6335.0
28.0;M;1418.0;6335.0
29.0;M;1470.0;6335.0
20.0;M;1590.0;6336.0
30.0;M;1520.0;6336.0
63.0;M;1410.0;6337.0
45.0;K;1388.0;6337.0
49.0;M;1536.0;6338.0
36.0;M;1435.0;6338.0
42.0;K;1470.0;6338.0
42.0;M;1431.0;6339.0
41.0;M;1420.0;6339.0
27.0;M;1540.0;6340.0
35.0;M;1475.0;6340.0
45.0;M;1479.0;6340.0
38.0;K;1473.0;6341.0
32.0;M;1463.0;6341.0
41.0;M;1487.0;6341.0
40.0;M;1471.0;6341.0
27.0;K;1531.0;6341.0
46.0;M;1505.0;6342.0
51.0;M;1481.0;6344.0
31.0;M;1493.0;6345.0
31.0;M;1535.0;6345.0
28.0;M;1519.0;6345.0
32.0;M;1426.0;6346.0
27.0;M;1530.0;6346.0
24.0;M;1283.0;6347.0
27.0;M;1498.0;6347.0
32.0;M;1469.0;6348.0
46.0;K;1452.0;6348.0
45.0;K;1430.0;6348.0
53.0;M;1410.0;6349.0
56.0;M;1419.0;6349.0
36.0;M;1667.0;6350.0
28.0;M;1463.0;6351.0
44.0;M;1488.0;6352.0
40.0;M;1491.0;6353.0
52.0;K;1443.0;6353.0
46.0;M;1522.0;6353.0
36.0;M;1513.0;6353.0
23.0;M;1470.0;6354.0
25.0;K;1440.0;6354.0
48.0;M;1517.0;6355.0
28.0;M;1516.0;6355.0
27.0;M;1562.0;6356.0
35.0;M;1453.0;6356.0
50.0;K;1513.0;6357.0
41.0;K;1496.0;6357.0
42.0;M;1506.0;6357.0
39.0;M;1459.0;6358.0
47.0;M;1520.0;6358.0
21.0;M;1416.0;6359.0
40.0;M;1489.0;6359.0
38.0;M;1472.0;6360.0
65.0;M;1499.0;6360.0
36.0;M;1521.0;6360.0
43.0;K;1521.0;6361.0
50.0;M;1432.0;6362.0
45.0;M;1518.0;6362.0
48.0;M;1468.0;6364.0
33.0;M;1448.0;6364.0
29.0;M;1561.0;6365.0
24.0;M;1547.0;6365.0
30.0;M;1386.0;6365.0
39.0;M;1471.0;6365.0
49.0;M;1453.0;6365.0
31.0;M;1415.0;6366.0
32.0;M;1386.0;6366.0
38.0;M;1596.0;6367.0
42.0;M;1535.0;6367.0
54.0;M;1410.0;6368.0
23.0;M;1382.0;6368.0
38.0;M;1438.0;6368.0
46.0;M;1512.0;6369.0
29.0;M;1463.0;6369.0
32.0;M;1578.0;6369.0
48.0;M;1554.0;6370.0
35.0;M;1567.0;6371.0
27.0;M;1511.0;6371.0
49.0;M;1585.0;6371.0
52.0;M;1477.0;6371.0
47.0;M;1495.0;6372.0
53.0;M;1552.0;6372.0
41.0;M;1531.0;6372.0
28.0;K;1580.0;6372.0
45.0;M;1462.0;6373.0
25.0;M;1427.0;6373.0
29.0;M;1439.0;6373.0
30.0;K;1494.0;6374.0
34.0;M;1430.0;6374.0
48.0;M;1507.0;6374.0
23.0;M;1536.0;6374.0
49.0;M;1442.0;6375.0
29.0;K;1444.0;6375.0
46.0;M;1522.0;6376.0
31.0;M;1470.0;6377.0
33.0;M;1440.0;6377.0
46.0;M;1292.0;6377.0
52.0;M;1494.0;6377.0
28.0;M;1357.0;6378.0
19.0;M;1594.0;6378.0
31.0;M;1477.0;6378.0
29.0;M;1481.0;6379.0
47.0;M;1478.0;6379.0
42.0;K;1491.0;6379.0
32.0;M;1401.0;6379.0
41.0;K;1432.0;6379.0
48.0;K;1423.0;6379.0
39.0;M;1501.0;6380.0
51.0;M;1472.0;6380.0
39.0;M;1529.0;6381.0
50.0;M;1492.0;6381.0
22.0;K;1484.0;6381.0
31.0;K;1500.0;6381.0
49.0;M;1530.0;6382.0
44.0;M;1354.0;6382.0
39.0;M;1444.0;6382.0
48.0;M;1434.0;6382.0
45.0;M;1423.0;6382.0
45.0;M;1486.0;6382.0
41.0;M;1427.0;6382.0
25.0;M;1505.0;6383.0
45.0;M;1536.0;6383.0
28.0;M;1395.0;6383.0
46.0;M;1483.0;6383.0
26.0;M;1497.0;6384.0
34.0;M;1601.0;6385.0
44.0;M;1445.0;6386.0
50.0;M;1424.0;6386.0
67.0;M;1505.0;6387.0
42.0;K;1536.0;6387.0
45.0;M;1493.0;6387.0
55.0;K;1528.0;6387.0
28.0;M;1443.0;6387.0
24.0;K;1580.0;6387.0
41.0;M;1431.0;6387.0
45.0;K;1497.0;6388.0
30.0;K;1491.0;6388.0
46.0;M;1502.0;6388.0
27.0;M;1476.0;6388.0
26.0;M;1585.0;6388.0
45.0;M;1495.0;6388.0
35.0;M;1493.0;6389.0
;M;1488.0;6390.0
37.0;M;1513.0;6390.0
34.0;M;1359.0;6391.0
55.0;M;1406.0;6391.0
39.0;M;1522.0;6391.0
33.0;M;1491.0;6391.0
31.0;M;1584.0;6392.0
22.0;M;1564.0;6392.0
45.0;M;1531.0;6393.0
52.0;M;1501.0;6393.0
30.0;M;1509.0;6393.0
25.0;M;1545.0;6393.0
35.0;M;1464.0;6393.0
41.0;M;1544.0;6393.0
39.0;M;1482.0;6394.0
47.0;M;1497.0;6394.0
26.0;M;1534.0;6394.0
42.0;M;1555.0;6394.0
50.0;M;1519.0;6394.0
41.0;M;1472.0;6394.0
67.0;M;1474.0;6395.0
45.0;M;1564.0;6396.0
47.0;M;1506.0;6396.0
67.0;M;1441.0;6396.0
54.0;M;1473.0;6396.0
24.0;M;1472.0;6396.0
45.0;K;1499.0;6397.0
49.0;M;1498.0;6397.0
42.0;M;1499.0;6397.0
47.0;M;1579.0;6398.0
30.0;M;1520.0;6398.0
56.0;M;1445.0;6398.0
43.0;M;1467.0;6398.0
40.0;M;1497.0;6398.0
;M;1557.0;6398.0
38.0;M;1495.0;6399.0
39.0;M;1424.0;6400.0
43.0;M;1409.0;6400.0
28.0;M;1514.0;6402.0
43.0;M;1538.0;6402.0
49.0;M;1495.0;6402.0
32.0;M;1386.0;6402.0
48.0;M;1338.0;6402.0
43.0;M;1534.0;6403.0
20.0;M;1451.0;6404.0
46.0;M;1485.0;6404.0
48.0;M;1493.0;6404.0
47.0;M;1493.0;6405.0
63.0;M;1571.0;6406.0
30.0;K;1462.0;6407.0
28.0;M;1534.0;6407.0
44.0;M;1562.0;6407.0
49.0;M;1482.0;6408.0
45.0;M;1371.0;6408.0
39.0;M;1538.0;6408.0
26.0;M;1412.0;6408.0
42.0;K;1537.0;6408.0
22.0;M;1585.0;6409.0
31.0;M;1471.0;6409.0
50.0;M;1483.0;6409.0
48.0;M;1499.0;6409.0
34.0;M;1557.0;6409.0
44.0;K;1509.0;6409.0
26.0;K;1415.0;6410.0
35.0;M;1484.0;6410.0
40.0;M;1571.0;6410.0
35.0;K;1518.0;6410.0
35.0;K;1518.0;6412.0
48.0;M;1572.0;6412.0
50.0;M;1542.0;6414.0
58.0;M;1469.0;6415.0
33.0;M;1489.0;6415.0
20.0;M;1638.0;6416.0
19.0;M;1435.0;6416.0
19.0;K;1640.0;6417.0
46.0;M;1484.0;6417.0
47.0;M;1465.0;6419.0
37.0;M;1510.0;6419.0
42.0;M;1529.0;6419.0
;M;1468.0;6419.0
;M;1456.0;6419.0
39.0;M;1473.0;6420.0
48.0;M;1465.0;6421.0
55.0;M;1487.0;6421.0
44.0;M;1554.0;6421.0
46.0;M;1473.0;6421.0
31.0;M;1597.0;6422.0
61.0;M;1484.0;6423.0
35.0;M;1513.0;6424.0
32.0;K;1505.0;6424.0
44.0;M;1531.0;6424.0
29.0;M;1403.0;6425.0
38.0;M;1427.0;6425.0
29.0;M;1530.0;6425.0
28.0;M;1446.0;6426.0
33.0;M;1509.0;6426.0
40.0;M;1503.0;6427.0
30.0;K;1553.0;6428.0
50.0;M;1521.0;6428.0
26.0;M;1593.0;6429.0
41.0;M;1403.0;6429.0
54.0;M;1539.0;6430.0
48.0;M;1569.0;6431.0
31.0;K;1526.0;6431.0
44.0;M;1540.0;6433.0
28.0;M;1520.0;6433.0
40.0;M;1402.0;6433.0
41.0;M;1462.0;6434.0
21.0;M;1419.0;6434.0
41.0;K;1535.0;6435.0
43.0;M;1545.0;6436.0
21.0;M;1483.0;6436.0
32.0;M;1521.0;6436.0
30.0;M;1517.0;6436.0
41.0;M;1538.0;6437.0
39.0;M;1512.0;6437.0
26.0;M;1390.0;6437.0
36.0;M;1501.0;6437.0
39.0;M;1503.0;6437.0
29.0;K;1519.0;6438.0
34.0;K;1495.0;6438.0
46.0;M;1500.0;6438.0
47.0;K;1512.0;6439.0
32.0;M;1604.0;6439.0
42.0;M;1516.0;6439.0
26.0;K;1531.0;6439.0
65.0;M;1435.0;6439.0
28.0;M;1494.0;6439.0
41.0;M;1517.0;6439.0
56.0;M;1502.0;6439.0
45.0;M;1513.0;6440.0
21.0;M;1399.0;6441.0
49.0;K;1532.0;6441.0
47.0;M;1487.0;6441.0
25.0;M;1469.0;6442.0
34.0;M;1452.0;6442.0
42.0;K;1445.0;6443.0
53.0;M;1454.0;6443.0
40.0;M;1450.0;6443.0
22.0;K;1486.0;6443.0
34.0;M;1494.0;6443.0
42.0;M;1429.0;6443.0
33.0;M;1577.0;6444.0
46.0;M;1495.0;6444.0
23.0;M;1518.0;6445.0
36.0;M;1575.0;6445.0
46.0;M;1505.0;6445.0
36.0;M;1487.0;6445.0
31.0;M;1427.0;6446.0
34.0;M;1518.0;6446.0
36.0;K;1548.0;6446.0
33.0;M;1521.0;6446.0
39.0;K;1504.0;6446.0
38.0;M;1456.0;6448.0
35.0;M;1596.0;6448.0
41.0;M;1484.0;6448.0
47.0;M;1481.0;6448.0
25.0;M;1389.0;6448.0
35.0;M;1567.0;6448.0
23.0;M;1525.0;6449.0
44.0;K;1501.0;6449.0
32.0;M;1515.0;6449.0
35.0;M;1521.0;6449.0
46.0;M;1294.0;6450.0
48.0;M;1495.0;6451.0
;M;1500.0;6452.0
19.0;M;1508.0;6452.0
28.0;K;1548.0;6454.0
52.0;M;1567.0;6454.0
45.0;M;1523.0;6454.0
43.0;M;1470.0;6454.0
46.0;M;1568.0;6454.0
36.0;M;1482.0;6454.0
34.0;M;1475.0;6455.0
32.0;M;1486.0;6455.0
30.0;K;1595.0;6456.0
43.0;M;1533.0;6456.0
54.0;M;1427.0;6456.0
51.0;M;1428.0;6456.0
19.0;M;1454.0;6457.0
48.0;M;1452.0;6457.0
35.0;M;1561.0;6457.0
31.0;M;1475.0;6457.0
44.0;M;1429.0;6457.0
48.0;M;1452.0;6458.0
40.0;M;1411.0;6458.0
26.0;M;1544.0;6459.0
45.0;K;1463.0;6459.0
43.0;M;1377.0;6460.0
31.0;M;1573.0;6460.0
63.0;M;1519.0;6461.0
35.0;M;1336.0;6461.0
35.0;K;1519.0;6461.0
49.0;K;1529.0;6462.0
41.0;K;1488.0;6462.0
50.0;M;1404.0;6463.0
50.0;M;1452.0;6463.0
45.0;M;1445.0;6464.0
31.0;M;1507.0;6464.0
44.0;M;1588.0;6464.0
44.0;K;1476.0;6464.0
29.0;M;1563.0;6465.0
34.0;M;1464.0;6465.0
28.0;M;1489.0;6465.0
44.0;K;1526.0;6466.0
52.0;M;1539.0;6467.0
45.0;M;1539.0;6467.0
47.0;M;1435.0;6467.0
33.0;M;1462.0;6468.0
33.0;M;1511.0;6468.0
22.0;M;1558.0;6468.0
29.0;M;1517.0;6469.0
32.0;M;1581.0;6470.0
19.0;M;1550.0;6471.0
38.0;M;1490.0;6471.0
37.0;M;1434.0;6471.0
42.0;M;1537.0;6471.0
46.0;M;1486.0;6471.0
38.0;M;1496.0;6471.0
